Quartos,Banheiros,Suites,Vagas,Elevador,Mobiliado,Piscina,Regiao,Ano,Valor
2,2,1,1,Sim,Sim,Sim,Centro,2009,2250
3,2,1,1,Nao,Nao,Nao,Centro,2008,2400
3,2,1,1,Nao,Nao,Nao,Centro,2005,1400
2,2,1,2,Nao,Nao,Nao,Centro,2005,1500
3,3,1,2,Nao,Nao,Sim,Centro,2009,2400
1,2,1,1,Sim,Nao,Sim,Centro,2018,3300
1,2,1,1,Sim,Nao,Sim,Centro,2011,2913
2,2,1,1,Sim,Nao,Sim,Centro,2017,3998
1,2,1,1,Nao,Nao,Nao,Centro,2015,3000
1,2,1,1,Nao,Nao,Nao,Centro,2016,3500
1,2,1,1,Sim,Sim,Sim,Centro,2011,3100
1,2,1,1,Sim,Nao,Sim,Centro,2015,2700
1,2,1,1,Nao,Nao,Nao,Centro,2010,1900
1,2,1,1,Nao,Sim,Nao,Centro,2002,1300
1,2,1,1,Sim,Nao,Nao,Centro,2009,2100
1,2,1,1,Sim,Sim,Sim,Centro,2018,3200
3,3,1,2,Sim,Nao,Nao,Centro,2022,5000
2,2,1,2,Nao,Nao,Nao,Centro,2014,3100
4,3,1,1,Sim,Sim,Nao,Centro,2015,4100
1,2,1,1,Sim,Sim,Sim,Centro,2000,1250
1,2,1,1,Sim,Sim,Sim,Centro,2017,3000
1,2,1,1,Sim,Sim,Sim,Centro,2016,2700
1,2,1,1,Sim,Sim,Sim,Centro,2003,1200
2,2,1,1,Nao,Nao,Nao,Centro,2012,2800
2,2,1,1,Nao,Nao,Sim,Centro,2014,4000
1,2,1,1,Nao,Nao,Sim,Centro,2011,2800
1,2,1,1,Sim,Sim,Sim,Centro,2017,3100
1,2,1,1,Nao,Nao,Nao,Centro,2006,1400
2,2,1,1,Sim,Sim,Sim,Centro,2018,4200
1,2,1,1,Sim,Nao,Nao,Centro,2003,1200
1,2,1,1,Nao,Sim,Sim,Centro,2014,3500
2,2,1,1,Sim,Nao,Nao,Centro,2005,1650
1,2,1,1,Nao,Nao,Nao,Centro,2007,1500
2,2,1,1,Sim,Sim,Sim,Centro,2016,5000
1,2,1,1,Sim,Sim,Sim,Centro,2006,1600
2,3,1,1,Sim,Nao,Nao,Centro,2009,2400
1,2,1,1,Sim,Nao,Nao,Centro,2002,1100
1,2,1,1,Nao,Nao,Nao,Centro,2005,1300
2,2,1,1,Nao,Nao,Nao,Centro,2007,1500
1,2,1,1,Sim,Nao,Nao,Centro,2006,1700
2,2,1,1,Sim,Sim,Sim,Centro,2009,2000
1,2,1,1,Sim,Nao,Sim,Centro,2007,1600
1,2,1,1,Sim,Nao,Nao,Centro,2001,1400
3,2,1,3,Nao,Nao,Sim,Centro,2020,5200
2,2,1,1,Sim,Nao,Sim,Centro,2017,4200
2,2,1,1,Nao,Nao,Sim,Centro,2016,3500
1,2,1,1,Sim,Nao,Nao,Centro,2004,1400
2,2,1,1,Sim,Sim,Sim,Centro,2014,2700
3,2,1,3,Sim,Nao,Sim,Centro,2022,5000
2,2,1,1,Nao,Nao,Nao,Centro,2000,1100
2,2,1,1,Sim,Nao,Nao,Centro,2011,2000
2,2,1,1,Sim,Sim,Nao,Centro,2013,2500
3,2,1,2,Sim,Nao,Nao,Centro,2013,2800
2,2,1,1,Nao,Nao,Nao,Centro,2006,1450
2,2,1,1,Sim,Nao,Nao,Centro,2008,1500
2,2,1,1,Nao,Nao,Sim,Centro,2008,2000
2,3,1,1,Sim,Nao,Nao,Centro,2016,2800
1,2,1,1,Nao,Sim,Nao,Centro,2007,1700
1,2,1,1,Sim,Sim,Nao,Centro,2008,1750
1,2,1,1,Sim,Nao,Nao,Centro,1999,1200
1,2,1,1,Sim,Sim,Sim,Centro,2012,2500
1,2,1,1,Sim,Sim,Sim,Centro,2013,3400
1,2,1,1,Nao,Nao,Nao,Centro,2001,1000
2,2,1,1,Sim,Nao,Nao,Centro,2005,1550
2,2,1,1,Sim,Nao,Nao,Centro,2007,2200
1,2,1,1,Nao,Nao,Nao,Centro,2003,1100
1,2,1,1,Nao,Nao,Nao,Centro,1998,1000
1,2,1,1,Sim,Nao,Nao,Centro,2005,1500
2,2,1,1,Nao,Nao,Nao,Centro,2009,2400
1,2,1,1,Sim,Sim,Sim,Centro,2017,2900
3,2,1,1,Sim,Nao,Nao,Centro,2009,2300
1,2,1,1,Nao,Nao,Sim,Centro,2013,2500
1,2,1,1,Nao,Nao,Nao,Centro,1998,1100
1,2,1,1,Nao,Nao,Nao,Centro,2011,2100
2,2,1,1,Sim,Nao,Nao,Centro,2016,3000
1,2,1,1,Nao,Sim,Nao,Centro,2013,2100
1,2,1,1,Nao,Nao,Nao,Centro,2004,1200
2,2,1,1,Nao,Nao,Nao,Centro,2004,1800
1,2,1,1,Nao,Sim,Nao,Centro,2009,2000
1,2,1,1,Nao,Nao,Sim,Centro,2009,1900
3,3,1,2,Sim,Nao,Sim,Centro,2013,3500
1,2,1,1,Sim,Sim,Nao,Centro,2005,1690
2,2,1,1,Sim,Nao,Nao,Centro,2011,2800
1,2,1,1,Sim,Nao,Sim,Centro,2008,2300
3,2,1,1,Nao,Nao,Nao,Centro,2020,3900
3,3,1,1,Sim,Nao,Nao,Centro,2014,3500
1,2,1,1,Sim,Nao,Nao,Centro,2006,1400
1,2,1,1,Sim,Sim,Sim,Centro,2015,2700
2,2,1,1,Nao,Sim,Nao,Centro,2008,2400
3,3,1,2,Nao,Nao,Sim,Centro,2011,2200
2,2,1,1,Sim,Nao,Nao,Centro,2011,2200
3,2,1,1,Sim,Nao,Nao,Centro,2016,4800
4,3,2,1,Nao,Nao,Nao,Centro,2020,4800
1,2,1,1,Sim,Nao,Sim,Centro,2011,1900
2,2,1,1,Nao,Nao,Nao,Centro,2013,2090
2,2,1,1,Sim,Nao,Nao,Centro,2015,3000
3,3,1,1,Nao,Nao,Nao,Centro,2021,4800
1,2,1,1,Sim,Nao,Sim,Centro,2015,3000
2,2,1,1,Sim,Nao,Nao,Centro,2007,1400
3,2,1,2,Sim,Nao,Nao,Centro,2017,4600
4,5,3,3,Nao,Nao,Sim,Centro,2019,5000
2,2,1,1,Nao,Nao,Nao,Centro,2008,2150
1,2,1,1,Nao,Nao,Nao,Centro,2008,2000
3,2,1,1,Sim,Nao,Nao,Centro,2019,4500
1,2,1,1,Sim,Nao,Nao,Centro,2007,1550
4,3,1,3,Sim,Nao,Sim,Centro,2017,5500
2,2,1,1,Nao,Nao,Nao,Centro,2010,2000
3,2,1,1,Nao,Nao,Nao,Centro,2013,2500
1,2,1,1,Sim,Nao,Nao,Centro,2001,1200
3,2,1,2,Sim,Sim,Sim,Centro,2018,4000
3,2,1,2,Nao,Nao,Sim,Centro,2020,4000
2,2,1,1,Sim,Nao,Sim,Centro,2003,1600
3,2,1,1,Nao,Nao,Nao,Centro,2003,1150
2,2,1,2,Nao,Nao,Sim,Centro,2010,1800
2,2,1,1,Nao,Sim,Sim,Centro,2019,3900
1,1,0,1,Nao,Nao,Nao,Centro,2008,1800
1,1,0,0,Nao,Nao,Nao,Centro,2003,1300
1,1,0,0,Nao,Nao,Nao,Centro,2005,1500
3,2,1,1,Nao,Nao,Nao,Centro,2012,3100
1,1,0,1,Nao,Nao,Sim,Centro,2008,2100
1,1,0,0,Nao,Nao,Nao,Centro,2001,1100
2,2,0,1,Nao,Nao,Nao,Centro,2014,2300
1,1,0,0,Nao,Nao,Nao,Centro,2001,1200
1,1,0,0,Sim,Nao,Nao,Centro,2000,1300
1,1,0,0,Nao,Nao,Nao,Centro,2006,1400
3,2,1,1,Nao,Sim,Nao,Centro,2019,4000
1,1,0,1,Sim,Nao,Sim,Centro,2010,2000
3,2,1,1,Nao,Nao,Nao,Centro,2015,2600
2,1,0,0,Nao,Sim,Nao,Centro,2013,3200
1,2,1,2,Nao,Sim,Nao,Centro,2014,3524
1,1,0,1,Nao,Sim,Sim,Centro,2012,2100
1,1,0,1,Nao,Nao,Nao,Centro,2017,3500
3,2,1,1,Nao,Nao,Nao,Centro,2019,4800
1,1,0,1,Nao,Nao,Nao,Centro,2003,1550
1,1,0,1,Nao,Nao,Nao,Centro,2005,1500
2,1,0,1,Sim,Nao,Nao,Centro,2009,1600
2,1,0,0,Nao,Nao,Nao,Centro,2003,1500
2,1,0,0,Nao,Nao,Nao,Centro,2006,1900
3,2,1,2,Nao,Nao,Sim,Centro,2010,2400
2,1,0,1,Nao,Nao,Nao,Centro,2003,1500
2,1,0,0,Nao,Nao,Nao,Centro,2004,1800
3,2,1,1,Nao,Nao,Nao,Centro,2016,3200
2,2,1,1,Nao,Nao,Sim,Centro,2009,1900
3,2,1,2,Nao,Nao,Sim,Centro,2015,3200
3,1,0,1,Nao,Nao,Nao,Centro,2012,2000
2,2,1,2,Sim,Nao,Sim,Centro,2009,2300
3,2,1,1,Nao,Nao,Nao,Centro,2009,2500
1,1,0,0,Nao,Nao,Nao,Centro,2008,1800
1,1,0,1,Nao,Nao,Sim,Centro,2006,1700
1,1,0,0,Nao,Nao,Nao,Centro,2000,1150
1,1,0,0,Nao,Nao,Nao,Centro,2003,1350
1,1,0,1,Sim,Nao,Nao,Centro,2007,2000
1,1,0,1,Nao,Nao,Sim,Centro,2007,1800
3,2,1,2,Nao,Nao,Nao,Centro,2017,4000
1,1,0,0,Nao,Nao,Nao,Centro,2001,1450
2,1,0,1,Nao,Nao,Sim,Centro,2007,2100
1,1,0,1,Nao,Nao,Sim,Centro,2015,2990
1,1,0,1,Nao,Nao,Sim,Centro,2015,3500
1,1,0,1,Nao,Sim,Nao,Centro,2001,1300
2,1,0,1,Nao,Nao,Sim,Centro,2009,1800
1,1,0,0,Nao,Nao,Nao,Centro,2000,1100
1,1,0,1,Nao,Nao,Nao,Centro,2001,1300
3,1,0,0,Nao,Nao,Nao,Centro,2002,1500
2,1,0,1,Nao,Nao,Sim,Centro,2008,2500
1,1,0,0,Nao,Nao,Nao,Centro,2005,1800
1,1,0,1,Nao,Nao,Nao,Centro,2003,1430
1,1,0,1,Sim,Nao,Nao,Centro,1998,900
2,1,0,1,Sim,Nao,Nao,Centro,2003,1300
1,1,0,0,Nao,Nao,Nao,Centro,2000,1000
1,1,0,1,Nao,Nao,Sim,Centro,2001,1200
2,1,0,1,Nao,Nao,Nao,Centro,2010,1700
1,1,0,1,Sim,Nao,Sim,Centro,2008,1600
1,1,0,0,Nao,Nao,Nao,Centro,1998,1100
1,1,0,1,Nao,Nao,Nao,Centro,2000,1000
1,2,1,1,Nao,Nao,Sim,Centro,2011,2600
1,1,0,0,Nao,Nao,Nao,Centro,1998,1000
1,1,0,1,Nao,Nao,Sim,Centro,2002,1350
2,1,0,1,Nao,Nao,Nao,Centro,2013,2200
1,1,0,1,Nao,Nao,Sim,Centro,2010,2700
1,1,0,1,Nao,Nao,Nao,Centro,2005,1700
2,1,0,0,Nao,Nao,Nao,Centro,2005,1450
2,2,1,1,Nao,Nao,Sim,Centro,2016,4500
2,1,0,0,Nao,Nao,Nao,Centro,2005,1800
1,2,1,1,Nao,Nao,Sim,Centro,2006,1800
1,1,0,0,Nao,Nao,Nao,Centro,2003,1160
2,1,0,0,Nao,Nao,Nao,Centro,1999,1200
3,1,0,2,Nao,Nao,Sim,Centro,2017,4500
1,1,0,1,Nao,Nao,Nao,Centro,2004,1650
2,2,1,2,Nao,Nao,Sim,Centro,2021,4400
2,1,0,1,Nao,Nao,Nao,Centro,2005,1500
2,1,0,1,Nao,Nao,Nao,Centro,2006,1800
2,1,0,1,Nao,Nao,Nao,Centro,2007,1600
1,1,0,1,Nao,Nao,Nao,Centro,1999,1200
2,1,0,1,Sim,Nao,Nao,Centro,2011,2200
2,1,0,0,Nao,Nao,Nao,Centro,2007,1850
3,1,0,0,Nao,Nao,Nao,Centro,2009,1800
2,1,0,1,Nao,Nao,Sim,Centro,2013,2800
1,1,0,1,Nao,Sim,Sim,Centro,1998,1150
1,1,0,1,Nao,Nao,Nao,Centro,2005,1400
3,2,1,1,Nao,Nao,Nao,Centro,2012,2300
1,1,0,1,Nao,Nao,Nao,Centro,1999,1250
2,2,1,2,Sim,Nao,Nao,Centro,2012,2500
1,1,0,1,Nao,Nao,Nao,Centro,2002,1490
2,1,0,1,Sim,Nao,Nao,Centro,2011,2200
2,1,0,1,Nao,Nao,Nao,Centro,2005,1900
1,1,0,0,Nao,Nao,Nao,Centro,2008,1900
3,2,1,2,Nao,Nao,Sim,Centro,2014,4000
2,1,0,1,Nao,Nao,Nao,Centro,2000,1200
2,1,0,0,Nao,Nao,Nao,Centro,2009,2000
2,2,1,1,Nao,Nao,Nao,Leste,1998,930
2,2,1,1,Nao,Nao,Nao,Leste,1998,1000
2,2,1,1,Nao,Nao,Nao,Leste,2002,1000
2,2,1,1,Nao,Nao,Nao,Leste,2002,1000
2,2,1,1,Sim,Nao,Nao,Leste,2004,1300
2,2,1,1,Nao,Nao,Nao,Leste,2002,1170
1,2,1,1,Sim,Nao,Nao,Leste,1999,1000
2,2,1,1,Nao,Nao,Nao,Leste,1998,900
2,2,1,1,Nao,Nao,Nao,Leste,2002,1000
2,2,1,1,Nao,Nao,Nao,Leste,2000,1000
2,2,1,1,Nao,Nao,Nao,Leste,2001,760
2,2,1,1,Nao,Nao,Nao,Leste,1998,800
2,2,1,1,Nao,Nao,Nao,Leste,1998,900
2,2,1,1,Nao,Nao,Nao,Leste,1998,1000
2,2,1,1,Sim,Nao,Sim,Leste,2010,1800
2,2,1,1,Nao,Nao,Nao,Leste,2003,1600
2,2,1,1,Sim,Nao,Nao,Leste,2002,1500
2,2,1,1,Sim,Nao,Nao,Leste,2008,1600
2,2,1,1,Sim,Nao,Nao,Leste,2006,1600
2,2,1,1,Nao,Nao,Nao,Leste,2003,1600
3,2,1,1,Sim,Sim,Nao,Leste,2010,1900
3,2,1,1,Nao,Nao,Sim,Leste,2012,2500
2,2,1,1,Nao,Nao,Sim,Leste,2003,1400
3,2,1,1,Nao,Nao,Nao,Leste,2007,1800
3,2,1,2,Nao,Nao,Nao,Leste,2002,1500
3,2,1,2,Sim,Nao,Nao,Leste,2011,2300
2,2,1,1,Nao,Nao,Sim,Leste,2011,2250
2,2,1,1,Nao,Nao,Sim,Leste,2008,1700
2,2,1,1,Sim,Nao,Sim,Leste,2004,1726
1,2,1,1,Sim,Nao,Sim,Leste,2006,1700
2,2,1,1,Sim,Nao,Nao,Leste,2006,1600
1,2,1,1,Nao,Nao,Nao,Leste,1998,810
3,3,1,2,Sim,Nao,Sim,Leste,2017,3000
3,2,1,1,Nao,Nao,Nao,Leste,2007,1750
3,2,1,2,Sim,Nao,Nao,Leste,2013,2500
2,2,1,1,Sim,Nao,Nao,Leste,2009,1600
2,2,1,1,Nao,Nao,Nao,Leste,1999,990
2,2,1,2,Nao,Nao,Sim,Leste,2007,1850
2,2,1,1,Sim,Sim,Nao,Leste,2007,1950
2,2,1,1,Nao,Nao,Nao,Leste,2003,1099
4,3,2,2,Nao,Nao,Sim,Leste,2012,2300
3,2,1,1,Nao,Nao,Nao,Leste,2006,1500
2,2,1,1,Sim,Nao,Nao,Leste,2002,1300
2,2,1,1,Sim,Sim,Nao,Leste,2008,1900
2,2,1,1,Sim,Nao,Nao,Leste,2000,1350
3,2,1,2,Sim,Nao,Sim,Leste,2011,2500
3,2,1,1,Sim,Nao,Nao,Leste,2010,2500
2,2,1,1,Nao,Nao,Nao,Leste,2002,1200
2,2,1,1,Sim,Nao,Nao,Leste,2004,1450
3,2,1,1,Sim,Nao,Nao,Leste,2001,1100
2,2,1,1,Nao,Nao,Sim,Leste,2001,870
2,2,1,1,Nao,Nao,Nao,Leste,2000,1300
2,2,1,1,Nao,Nao,Nao,Leste,2002,1000
3,2,1,1,Nao,Nao,Nao,Leste,2001,1100
2,2,1,1,Nao,Nao,Nao,Leste,2001,1100
1,2,1,1,Nao,Nao,Nao,Leste,1998,800
2,2,1,1,Sim,Nao,Nao,Leste,1999,1200
2,2,1,1,Nao,Nao,Nao,Leste,2002,900
2,2,1,1,Nao,Nao,Nao,Leste,2002,1150
2,2,1,1,Sim,Nao,Nao,Leste,2005,1250
2,2,1,1,Sim,Nao,Sim,Leste,1998,1100
2,2,1,1,Sim,Nao,Sim,Leste,2002,1200
2,2,1,1,Nao,Nao,Nao,Leste,2000,1200
2,2,1,1,Nao,Nao,Nao,Leste,2004,1200
2,2,1,1,Sim,Nao,Nao,Leste,2005,1400
3,2,1,1,Nao,Nao,Nao,Leste,2002,1350
3,2,1,1,Nao,Nao,Nao,Leste,2000,1200
2,2,1,1,Nao,Nao,Nao,Leste,2001,1300
2,2,1,1,Sim,Nao,Nao,Leste,2002,1000
2,2,1,1,Nao,Nao,Nao,Leste,2006,1600
2,2,1,1,Sim,Nao,Sim,Leste,2003,1600
2,2,1,1,Nao,Nao,Nao,Leste,1999,1150
2,2,1,1,Sim,Nao,Nao,Leste,1999,1200
3,2,1,1,Nao,Nao,Nao,Leste,2005,1500
2,2,1,1,Nao,Nao,Nao,Leste,1998,1120
2,2,1,1,Nao,Nao,Nao,Leste,2004,1300
2,2,1,1,Nao,Nao,Nao,Leste,2002,1100
2,2,1,1,Sim,Sim,Sim,Leste,2011,1860
2,2,1,1,Sim,Nao,Sim,Leste,2006,1400
3,4,3,2,Nao,Nao,Sim,Leste,2016,3200
2,2,1,1,Sim,Nao,Nao,Leste,1998,900
2,2,1,1,Nao,Nao,Nao,Leste,2000,1350
2,2,1,1,Sim,Nao,Sim,Leste,2009,2300
2,2,1,1,Sim,Nao,Sim,Leste,2002,1300
2,2,1,1,Nao,Nao,Nao,Leste,2002,1400
3,2,1,1,Nao,Nao,Sim,Leste,2004,1600
2,2,1,1,Nao,Nao,Sim,Leste,2000,1000
3,2,1,2,Nao,Nao,Sim,Leste,2011,2200
2,2,1,1,Nao,Nao,Sim,Leste,2007,1600
2,2,1,1,Sim,Nao,Sim,Leste,2009,1700
2,2,1,1,Nao,Nao,Nao,Leste,2003,1400
2,2,1,1,Nao,Nao,Nao,Leste,2002,1200
2,2,1,1,Nao,Nao,Nao,Leste,1998,1200
2,2,1,1,Nao,Nao,Nao,Leste,2001,1000
2,2,1,1,Sim,Sim,Nao,Leste,2004,1441
2,2,1,1,Nao,Nao,Sim,Leste,1998,1200
2,2,1,1,Sim,Nao,Nao,Leste,2007,1400
3,3,1,2,Sim,Sim,Sim,Leste,2018,3100
1,2,1,1,Nao,Nao,Nao,Leste,1998,1200
3,2,1,1,Sim,Nao,Sim,Leste,2011,2200
2,2,1,1,Sim,Nao,Nao,Leste,2003,1350
3,2,1,2,Sim,Nao,Sim,Leste,2005,1500
2,2,1,1,Nao,Nao,Sim,Leste,2010,1900
3,2,1,3,Nao,Nao,Sim,Leste,2014,3000
2,2,1,1,Nao,Nao,Nao,Leste,2004,1200
3,2,1,2,Nao,Nao,Sim,Leste,2004,1500
2,2,1,1,Sim,Nao,Sim,Leste,2004,1300
2,2,1,1,Sim,Nao,Sim,Leste,2002,1280
2,2,1,1,Sim,Nao,Nao,Leste,2003,1200
3,2,1,1,Nao,Nao,Nao,Leste,2006,1300
2,2,1,1,Sim,Nao,Nao,Leste,1998,850
2,2,1,1,Sim,Nao,Nao,Leste,1998,900
3,2,1,1,Sim,Nao,Sim,Leste,2002,1400
3,2,1,1,Sim,Sim,Nao,Leste,2006,1800
3,2,1,1,Nao,Nao,Nao,Leste,2004,1200
1,2,1,1,Nao,Nao,Nao,Leste,2000,700
1,2,1,1,Nao,Nao,Nao,Leste,1998,500
2,2,1,1,Sim,Nao,Nao,Leste,2002,1200
2,2,1,1,Sim,Nao,Nao,Leste,2001,1100
3,2,1,1,Sim,Nao,Sim,Leste,2003,1500
2,2,1,1,Nao,Nao,Nao,Leste,2000,1100
2,2,1,1,Nao,Nao,Nao,Leste,2002,1100
2,2,1,1,Nao,Nao,Nao,Leste,2001,1300
2,2,1,1,Nao,Nao,Nao,Leste,2001,1200
3,2,1,1,Nao,Nao,Nao,Leste,2003,1300
3,2,1,1,Sim,Sim,Nao,Leste,2009,1800
2,2,1,1,Nao,Nao,Nao,Leste,2006,1346
2,2,1,1,Nao,Nao,Sim,Leste,1998,1000
2,2,1,1,Nao,Nao,Nao,Leste,2006,1350
2,2,1,1,Nao,Nao,Nao,Leste,1998,1000
2,2,1,1,Nao,Nao,Nao,Leste,1998,850
2,2,1,1,Sim,Nao,Sim,Leste,2000,950
2,2,1,1,Sim,Nao,Nao,Leste,1998,700
3,2,1,1,Sim,Sim,Nao,Leste,2010,1850
2,2,1,1,Sim,Nao,Nao,Leste,1998,780
2,2,1,1,Nao,Nao,Nao,Leste,2001,900
2,2,1,1,Sim,Nao,Sim,Leste,1999,1000
3,2,1,1,Sim,Nao,Sim,Leste,1998,1000
3,2,1,1,Sim,Nao,Sim,Leste,1998,1100
2,2,1,1,Sim,Nao,Sim,Leste,2002,1500
2,2,1,1,Nao,Nao,Nao,Leste,2000,550
2,2,1,1,Nao,Nao,Nao,Leste,1999,600
2,2,1,1,Nao,Nao,Nao,Leste,2000,700
2,2,1,1,Nao,Nao,Nao,Leste,1998,800
3,2,1,1,Sim,Nao,Sim,Leste,2009,2000
2,2,1,1,Nao,Nao,Sim,Leste,2002,1200
1,2,1,2,Nao,Nao,Sim,Leste,2015,3000
2,2,1,1,Nao,Nao,Nao,Leste,1999,750
2,2,1,1,Nao,Nao,Nao,Leste,2001,850
2,2,1,1,Nao,Nao,Nao,Leste,1999,750
2,2,1,1,Nao,Nao,Nao,Leste,2000,600
2,2,1,1,Nao,Nao,Nao,Leste,1999,700
2,2,1,1,Nao,Nao,Nao,Leste,1998,750
2,2,1,1,Nao,Nao,Nao,Leste,1998,750
2,2,1,1,Nao,Nao,Nao,Leste,1999,700
2,2,1,1,Nao,Nao,Nao,Leste,2000,1100
2,2,1,1,Nao,Nao,Nao,Leste,2002,1300
2,2,1,1,Nao,Nao,Nao,Leste,1998,950
2,2,1,1,Nao,Nao,Nao,Leste,2003,1300
2,2,1,1,Nao,Nao,Nao,Leste,1998,950
2,2,1,1,Nao,Sim,Nao,Leste,1998,900
2,2,1,1,Nao,Nao,Nao,Leste,2001,870
2,2,1,1,Sim,Nao,Nao,Leste,1998,650
2,2,1,1,Nao,Sim,Nao,Leste,1998,720
2,2,1,1,Nao,Nao,Nao,Leste,2000,700
2,2,1,1,Nao,Nao,Nao,Leste,2001,700
2,2,1,1,Nao,Nao,Nao,Leste,2001,628
2,2,1,1,Sim,Nao,Nao,Leste,1998,700
2,2,1,1,Nao,Nao,Nao,Leste,1999,850
2,2,1,1,Sim,Sim,Nao,Leste,2005,1300
2,2,1,1,Sim,Nao,Sim,Leste,2000,900
2,2,1,1,Sim,Nao,Nao,Leste,2000,1200
2,2,1,1,Sim,Nao,Sim,Leste,2006,1350
2,2,1,1,Sim,Nao,Sim,Leste,1998,800
2,2,1,1,Sim,Nao,Sim,Leste,1998,920
2,2,1,1,Nao,Nao,Nao,Leste,2003,1300
2,2,1,1,Nao,Nao,Nao,Leste,1998,1000
2,2,1,1,Nao,Nao,Nao,Leste,2002,1100
2,2,1,1,Nao,Nao,Nao,Leste,2001,1200
2,2,1,1,Nao,Sim,Nao,Leste,2009,2000
2,2,1,1,Nao,Nao,Nao,Leste,1999,900
3,2,1,1,Nao,Nao,Nao,Leste,2003,1500
2,2,1,1,Nao,Nao,Nao,Leste,1999,1000
2,2,1,1,Sim,Nao,Sim,Leste,2001,1200
2,2,1,1,Nao,Nao,Nao,Leste,2003,1500
2,2,1,1,Nao,Nao,Nao,Leste,2000,1240
2,2,1,1,Nao,Nao,Nao,Leste,2003,1300
2,2,1,1,Sim,Nao,Sim,Leste,2001,1350
2,2,1,1,Sim,Nao,Sim,Leste,2006,1600
2,2,1,1,Sim,Sim,Nao,Leste,1998,855
2,2,1,1,Sim,Sim,Sim,Leste,2004,1300
2,2,1,1,Sim,Nao,Nao,Leste,2003,1600
2,2,1,1,Nao,Nao,Nao,Leste,1999,999
2,2,1,1,Nao,Nao,Nao,Leste,1998,888
2,2,1,1,Nao,Nao,Nao,Leste,2001,999
2,2,1,1,Nao,Nao,Nao,Leste,2001,888
2,2,1,1,Nao,Nao,Nao,Leste,1998,800
2,2,1,1,Nao,Nao,Nao,Leste,1998,900
2,2,1,1,Nao,Nao,Nao,Leste,1998,660
2,2,1,1,Nao,Nao,Nao,Leste,2000,1000
2,2,1,1,Nao,Nao,Nao,Leste,1998,650
2,2,1,1,Nao,Nao,Nao,Leste,1999,630
2,2,1,1,Nao,Nao,Nao,Leste,1999,1000
2,2,1,1,Nao,Nao,Nao,Leste,2000,940
2,2,1,1,Sim,Sim,Nao,Leste,2001,1100
2,2,1,1,Nao,Nao,Nao,Leste,2009,1800
2,2,1,1,Nao,Nao,Nao,Leste,2000,1150
2,2,1,1,Nao,Nao,Nao,Leste,2002,1200
2,2,1,1,Sim,Nao,Nao,Leste,2000,900
1,2,1,1,Nao,Nao,Nao,Leste,1998,900
3,2,1,1,Nao,Nao,Nao,Leste,2000,1200
2,2,1,1,Nao,Nao,Nao,Leste,1999,800
2,2,1,1,Sim,Nao,Sim,Leste,2007,1400
2,2,1,1,Sim,Nao,Nao,Leste,1998,850
3,2,1,1,Nao,Nao,Nao,Leste,2001,1300
2,2,1,1,Sim,Nao,Nao,Leste,1998,1000
2,2,1,1,Nao,Nao,Nao,Leste,2003,1200
3,2,1,1,Sim,Nao,Nao,Leste,1999,1200
3,2,1,1,Sim,Nao,Sim,Leste,1998,1000
2,2,1,1,Sim,Nao,Nao,Leste,2003,1250
2,2,1,1,Nao,Nao,Sim,Leste,2004,1300
2,2,1,1,Nao,Nao,Sim,Leste,2002,1000
2,2,1,1,Sim,Nao,Nao,Leste,1998,1180
2,2,1,1,Sim,Nao,Nao,Leste,2000,600
2,2,1,1,Sim,Nao,Nao,Leste,1998,1100
2,2,1,1,Nao,Nao,Nao,Leste,1999,1200
2,2,1,1,Nao,Nao,Nao,Leste,2002,1000
2,2,1,1,Nao,Nao,Sim,Leste,2004,1700
2,2,1,1,Nao,Nao,Nao,Leste,1998,900
2,2,1,1,Nao,Nao,Sim,Leste,2002,1200
2,2,1,1,Sim,Nao,Nao,Leste,2001,1300
2,2,1,1,Nao,Nao,Sim,Leste,2009,1600
2,2,1,1,Sim,Nao,Sim,Leste,1998,1100
2,2,1,1,Nao,Nao,Sim,Leste,2002,1100
2,2,1,1,Sim,Nao,Nao,Leste,1998,850
3,2,1,1,Nao,Nao,Sim,Leste,1998,880
1,2,1,1,Nao,Nao,Nao,Leste,1998,650
1,2,1,1,Nao,Nao,Nao,Leste,1999,750
3,2,1,1,Sim,Nao,Sim,Leste,2002,1500
2,2,1,1,Nao,Nao,Nao,Leste,1998,840
2,2,1,1,Nao,Nao,Nao,Leste,1998,800
2,2,1,1,Nao,Nao,Nao,Leste,1998,800
2,2,1,1,Sim,Sim,Nao,Leste,2006,1300
1,2,1,1,Nao,Nao,Nao,Leste,1998,500
2,2,1,1,Nao,Nao,Nao,Leste,1999,850
2,2,1,1,Nao,Sim,Nao,Leste,2002,940
4,2,1,1,Nao,Nao,Sim,Leste,2007,1500
2,2,1,1,Sim,Sim,Sim,Leste,2001,1200
2,2,1,1,Nao,Nao,Nao,Leste,1998,1100
2,2,1,1,Nao,Nao,Nao,Leste,2001,1100
3,2,1,1,Sim,Nao,Nao,Leste,2006,1300
2,2,1,1,Nao,Nao,Nao,Leste,1999,810
2,2,1,2,Nao,Nao,Nao,Leste,2013,2300
2,2,1,1,Nao,Nao,Nao,Leste,1998,650
1,2,1,1,Nao,Nao,Nao,Leste,1999,600
2,2,1,1,Nao,Nao,Nao,Leste,2001,900
2,2,1,1,Nao,Nao,Nao,Leste,1999,900
2,2,1,1,Sim,Nao,Nao,Leste,2001,1100
